"synonym_name","synonym_concept_code","synonym_vocabulary_id"
"9999","780","HemOnc"
"Clotinab","781","HemOnc"
"ReoPro","782","HemOnc"
"Verzenio","783","HemOnc"
"Zytiga","784","HemOnc"
"Calquence","785","HemOnc"
"Calpol","786","HemOnc"
"Panadol","787","HemOnc"
"Tylenol","788","HemOnc"
"Aclacin","789","HemOnc"
"Aclacinomycine","790","HemOnc"
"Aclacinon","791","HemOnc"
"Aclaplastin","792","HemOnc"
"Jaclacin","793","HemOnc"
"Aminoblastin","907","HemOnc"
"2022","911","HemOnc"
"Antiestrogen","918","HemOnc"
"Granulocyte colony-stimulating factors","1001","HemOnc"
"Contergan","1049","HemOnc"
"Detryptoreline","1109","HemOnc"
"Distaval","1116","HemOnc"
"Drugs by local effect","1121","HemOnc"
"Elipten","1151","HemOnc"
"Farestone","1192","HemOnc"
"Esophageal squamous cell carcinoma","1235","HemOnc"
"Adakveo","1298","HemOnc"
"Anti-nectin-4 antibody","1347","HemOnc"
"External beam radiotherapy","1608","HemOnc"
"Cyclosporines","1633","HemOnc"
"Serotonin 5-HT3 antagonists","1725","HemOnc"
"Brukinsa","1805","HemOnc"
"FLT3-positive Acute myeloid leukemia","1891","HemOnc"
"IDH-mutated Acute myeloid leukemia","1919","HemOnc"
"Steroids","2581","HemOnc"
"Kadcyla","2617","HemOnc"
"Breyanzi","2696","HemOnc"
"Afanix","2727","HemOnc"
"Gilotrif","2728","HemOnc"
"Giotrif","2729","HemOnc"
"Tomtovok","2730","HemOnc"
"Tovok","2731","HemOnc"
"Xovoltib","2732","HemOnc"
"Macrolin","2733","HemOnc"
"Proleukin","2734","HemOnc"
"Alecensa","2735","HemOnc"
"Campath","2736","HemOnc"
"Campath-1H","2737","HemOnc"
"Lemtrada","2738","HemOnc"
"Mabcampath","2739","HemOnc"
"MabCampath","2739","HemOnc"
"Jiebaishu","2831","HemOnc"
"Antithymocyte globulin","2988","HemOnc"
"Abloric","3076","HemOnc"
"Aloprim","3077","HemOnc"
"Caplenal","3078","HemOnc"
"Milurit","3079","HemOnc"
"Zyloprim","3080","HemOnc"
"Zyloric","3081","HemOnc"
"Zyoway","3082","HemOnc"
"Actazolam","3083","HemOnc"
"Alam-PH","3084","HemOnc"
"Alcalm","3085","HemOnc"
"Alplax","3086","HemOnc"
"Apazol","3087","HemOnc"
"Azom","3088","HemOnc"
"Azor","3089","HemOnc"
"Copax","3090","HemOnc"
"Frixitas","3091","HemOnc"
"Onax","3092","HemOnc"
"Pinix","3093","HemOnc"
"Tafil","3094","HemOnc"
"Tranax","3095","HemOnc"
"Xanax","3096","HemOnc"
"Xanor","3097","HemOnc"
"Hexalen","3098","HemOnc"
"Hexastat","3099","HemOnc"
"Cytofos","3100","HemOnc"
"Ethyol","3101","HemOnc"
"Amicar","3102","HemOnc"
"Cytadren","3103","HemOnc"
"Orimeten","3104","HemOnc"
"Orimetene","3105","HemOnc"
"Calsed","3106","HemOnc"
"Amekrin","3107","HemOnc"
"Amsa P-D","3108","HemOnc"
"Amsidine","3109","HemOnc"
"Amsidyl","3110","HemOnc"
"Lamasine","3111","HemOnc"
"Agrylin","3112","HemOnc"
"Xagrid","3113","HemOnc"
"capmatinib","3231","HemOnc"
"INC280","3231","HemOnc"
"Capmatinib","3231","HemOnc"
"INC-280","3231","HemOnc"
"INC 280","3231","HemOnc"
"Emesis prevention","3422","HemOnc"
"Altraz","3517","HemOnc"
"Anabrez","3518","HemOnc"
"Anastraze","3519","HemOnc"
"Anastrazol Rontag","3520","HemOnc"
"Anastrol","3521","HemOnc"
"Arimidex","3522","HemOnc"
"Asiolex","3523","HemOnc"
"Karomex","3524","HemOnc"
"Leprofen","3525","HemOnc"
"RUI SI YI","3526","HemOnc"
"RUI Ting","3527","HemOnc"
"Trozolet","3528","HemOnc"
"Trozolite","3529","HemOnc"
"FEIBA NF","3530","HemOnc"
"enfortumab vedotin-ejfv","3563","HemOnc"
"ASG-22CE","3563","HemOnc"
"Enfortumab vedotin","3563","HemOnc"
"ASG 22CE","3563","HemOnc"
"ASG22CE","3563","HemOnc"
"ATryn","3576","HemOnc"
"Thrombate III","3577","HemOnc"
"Atgam","3578","HemOnc"
"Lymphoglobuline","3579","HemOnc"
"Thymogam","3580","HemOnc"
"ATG-Fresenius","3581","HemOnc"
"Grafalon","3582","HemOnc"
"Thymoglobulin","3583","HemOnc"
"Erleada","3584","HemOnc"
"Aitan","3585","HemOnc"
"Eliquis","3586","HemOnc"
"Enhertu","3588","HemOnc"
"fam-trastuzumab deruxtecan-nxki","3590","HemOnc"
"DS-8201a","3590","HemOnc"
"Trastuzumab deruxtecan","3590","HemOnc"
"T-DXd","3590","HemOnc"
"Abarelix","3652","HemOnc"
"Cinvanti","3669","HemOnc"
"Emend","3670","HemOnc"
"Emend Trifold","3671","HemOnc"
"Acova","3672","HemOnc"
"Exembol","3673","HemOnc"
"Novastan","3674","HemOnc"
"Arsenol","3675","HemOnc"
"Arsenox","3676","HemOnc"
"Leusenox","3677","HemOnc"
"Trisenox","3678","HemOnc"
"Asparaginasa","3679","HemOnc"
"Chephacardin","3680","HemOnc"
"Crasnitin","3681","HemOnc"
"Elspar","3682","HemOnc"
"Engenase","3683","HemOnc"
"Kidrolase","3684","HemOnc"
"Laspar","3685","HemOnc"
"L Asparaginasa","3686","HemOnc"
"L Asparaginasum","3687","HemOnc"
"L-Asperone","3688","HemOnc"
"L-Ginase","3689","HemOnc"
"Leucoginase","3690","HemOnc"
"Leunase","3691","HemOnc"
"Onconase","3692","HemOnc"
"Paronal","3693","HemOnc"
"Erwinase","3694","HemOnc"
"Erwinaze","3695","HemOnc"
"Acard","3696","HemOnc"
"Acenterine","3697","HemOnc"
"Acesal","3698","HemOnc"
"Acesan","3699","HemOnc"
"Acetard","3700","HemOnc"
"Acetisal","3701","HemOnc"
"Acetophen","3702","HemOnc"
"Acetosal","3703","HemOnc"
"Acetylsalicylsaeure","3704","HemOnc"
"Acetylsalicylsyra","3705","HemOnc"
"Acetylsalicylsyre","3706","HemOnc"
"Acetylsalicylzuur","3707","HemOnc"
"Acetylsalisylsyre","3708","HemOnc"
"Acetysal","3709","HemOnc"
"Acisal","3710","HemOnc"
"Actispirine","3711","HemOnc"
"Acylpyrin","3712","HemOnc"
"Adiprin","3713","HemOnc"
"Albyl","3714","HemOnc"
"Albyl-Selters","3715","HemOnc"
"Albyl Minor","3716","HemOnc"
"Anbol","3717","HemOnc"
"Ancasal","3718","HemOnc"
"Andol","3719","HemOnc"
"Angettes","3720","HemOnc"
"Anopyrin","3721","HemOnc"
"Artria-SR","3722","HemOnc"
"Asacard","3723","HemOnc"
"Asaferm","3724","HemOnc"
"Asaflow","3725","HemOnc"
"Asalent","3726","HemOnc"
"Asalite","3727","HemOnc"
"Asaphen","3728","HemOnc"
"Asarid","3729","HemOnc"
"Ascardia","3730","HemOnc"
"Asdol","3731","HemOnc"
"Aspecard","3732","HemOnc"
"Aspent","3733","HemOnc"
"Aspenter","3734","HemOnc"
"Asperan","3735","HemOnc"
"Aspergic","3736","HemOnc"
"Aspergum","3737","HemOnc"
"Aspeter","3738","HemOnc"
"Aspilets","3739","HemOnc"
"Aspirina-G","3740","HemOnc"
"Aspirina","3741","HemOnc"
"Aspirine","3742","HemOnc"
"Aspirinetas","3743","HemOnc"
"Aspirinetta","3744","HemOnc"
"Aspirisucre","3745","HemOnc"
"Aspirtab","3746","HemOnc"
"Aspisol","3747","HemOnc"
"Aspocid","3748","HemOnc"
"Asprim","3749","HemOnc"
"Asprimox ID","3750","HemOnc"
"Aspro","3751","HemOnc"
"Asrin","3752","HemOnc"
"Astrix","3753","HemOnc"
"Ataspin","3754","HemOnc"
"Avasyl","3755","HemOnc"
"Babyprin","3756","HemOnc"
"Babypyrin","3757","HemOnc"
"Baludon","3758","HemOnc"
"Bamycor","3759","HemOnc"
"Bamyl","3760","HemOnc"
"Bamyl S","3761","HemOnc"
"Bayaspirin","3762","HemOnc"
"Bayaspirina","3763","HemOnc"
"Bestpirin","3764","HemOnc"
"Bioplak","3765","HemOnc"
"Bokey EMC","3766","HemOnc"
"Breoprin","3767","HemOnc"
"Bufacyl","3768","HemOnc"
"Buferin","3769","HemOnc"
"Bufferin","3770","HemOnc"
"Cafenol","3771","HemOnc"
"Cafiaspirina","3772","HemOnc"
"Caprin","3773","HemOnc"
"Capsasal","3774","HemOnc"
"Cardegic","3775","HemOnc"
"Cardioaspirina","3776","HemOnc"
"Cardioaspirine","3777","HemOnc"
"Cardiopirin","3778","HemOnc"
"Cardirene","3779","HemOnc"
"Casprium","3780","HemOnc"
"Catalgine","3781","HemOnc"
"Catalgix","3782","HemOnc"
"CC COR","3783","HemOnc"
"Cebaspirine","3784","HemOnc"
"Cemirit","3785","HemOnc"
"Claradin","3786","HemOnc"
"Claragine","3787","HemOnc"
"Clariprin","3788","HemOnc"
"Colfarit","3789","HemOnc"
"Colsprin","3790","HemOnc"
"Contra-Schmerz ASS","3791","HemOnc"
"COR-30","3792","HemOnc"
"Coraspin","3793","HemOnc"
"Coraspirina","3794","HemOnc"
"Corplus","3795","HemOnc"
"Corsalbene","3796","HemOnc"
"Coryphen","3797","HemOnc"
"Delgesic","3798","HemOnc"
"Demoprin Novum","3799","HemOnc"
"Disperin","3800","HemOnc"
"Dispril","3801","HemOnc"
"Disprin","3802","HemOnc"
"Disprina","3803","HemOnc"
"Doloderm","3804","HemOnc"
"Doloprin","3805","HemOnc"
"Dolorosan","3806","HemOnc"
"Draspir","3807","HemOnc"
"Dulcipirina","3808","HemOnc"
"Dusil","3809","HemOnc"
"Easprin","3810","HemOnc"
"Ecopirin","3811","HemOnc"
"Ecoprin","3812","HemOnc"
"Ecosprin","3813","HemOnc"
"Ecotrin","3814","HemOnc"
"Ecotrin 650","3815","HemOnc"
"Ecotrin Maximum Strenght","3816","HemOnc"
"Egicalm","3817","HemOnc"
"Empirin","3818","HemOnc"
"Encaprin","3819","HemOnc"
"Encoprin","3820","HemOnc"
"Enterosarine","3821","HemOnc"
"Entrophen","3822","HemOnc"
"Equate Daily","3823","HemOnc"
"Fitoaspirin","3824","HemOnc"
"Flectadol","3825","HemOnc"
"Garaspirine","3826","HemOnc"
"Geniol AP","3827","HemOnc"
"Geniolito","3828","HemOnc"
"Geniol SC","3829","HemOnc"
"Geniol SC SIN Cafeina","3830","HemOnc"
"Genprin","3831","HemOnc"
"Globentyl","3832","HemOnc"
"Godamed TAH","3833","HemOnc"
"Halfprin","3834","HemOnc"
"Herzass","3835","HemOnc"
"Hjerdyl","3836","HemOnc"
"Hjertealbyl","3837","HemOnc"
"Huma ASA","3838","HemOnc"
"Hybin","3839","HemOnc"
"Junior Asprin","3840","HemOnc"
"Jusprin","3841","HemOnc"
"Karmyl","3842","HemOnc"
"Kilios","3843","HemOnc"
"Lasdol","3844","HemOnc"
"Levius","3845","HemOnc"
"Licyl","3846","HemOnc"
"Lisaspin","3847","HemOnc"
"LO-Aspirin","3848","HemOnc"
"Lowasa","3849","HemOnc"
"Lysoprin","3850","HemOnc"
"Magnecyl","3851","HemOnc"
"Measurin","3852","HemOnc"
"Medi-RUB","3853","HemOnc"
"Medisyl","3854","HemOnc"
"Mejoral Infantil","3855","HemOnc"
"Melhoral Infantil","3856","HemOnc"
"Metaspirine","3857","HemOnc"
"Micristin","3858","HemOnc"
"Micropirin","3859","HemOnc"
"Migraspirina","3860","HemOnc"
"Miniasal","3861","HemOnc"
"Minimax","3862","HemOnc"
"Naspro","3863","HemOnc"
"Nichiaspirin","3864","HemOnc"
"Nova-Phase","3865","HemOnc"
"Novasen","3866","HemOnc"
"Novid","3867","HemOnc"
"Pharmacin","3868","HemOnc"
"Pharmaspirin","3869","HemOnc"
"Phenaspirine","3870","HemOnc"
"Platet","3871","HemOnc"
"Polopiryna","3872","HemOnc"
"Polopiryna S","3873","HemOnc"
"Premaspin","3874","HemOnc"
"Primaspan","3875","HemOnc"
"Quinton","3876","HemOnc"
"Remin S","3877","HemOnc"
"Reumyl","3878","HemOnc"
"Rhodine","3879","HemOnc"
"Rhonal","3880","HemOnc"
"Rhusal","3881","HemOnc"
"Rivasa","3882","HemOnc"
"Ronal","3883","HemOnc"
"S.R.A.","3884","HemOnc"
"SAL-Adult","3885","HemOnc"
"Salitison","3886","HemOnc"
"Salospir","3887","HemOnc"
"Salospir-A","3888","HemOnc"
"Saspryl","3889","HemOnc"
"Sinaspir","3890","HemOnc"
"Solprin","3891","HemOnc"
"Solpyron","3892","HemOnc"
"Soluble AAC","3893","HemOnc"
"Solusprin","3894","HemOnc"
"Spren","3895","HemOnc"
"Stanback","3896","HemOnc"
"Stanback Analgesic","3897","HemOnc"
"Supasa","3898","HemOnc"
"Tampyrine","3899","HemOnc"
"Thomapyrin Akut","3900","HemOnc"
"Thrombace NEO","3901","HemOnc"
"Thrombo","3902","HemOnc"
"Thrombo AS","3903","HemOnc"
"Thrombo ASS","3904","HemOnc"
"Togal ASS","3905","HemOnc"
"Toldex","3906","HemOnc"
"Tooprin","3907","HemOnc"
"Tromalyt","3908","HemOnc"
"Trombyl","3909","HemOnc"
"Uniaspirin","3910","HemOnc"
"Upsalgina","3911","HemOnc"
"Upsarin","3912","HemOnc"
"Venopirin","3913","HemOnc"
"Winsprin","3914","HemOnc"
"Zenaspirin","3915","HemOnc"
"Zoprin","3916","HemOnc"
"Zorprin","3917","HemOnc"
"Aggrenox","3918","HemOnc"
"Tecentriq","3919","HemOnc"
"Mepron","3920","HemOnc"
"Atropen","3921","HemOnc"
"Hemolytic process","3931","HemOnc"
"Kevadon","3933","HemOnc"
"Maygace","4086","HemOnc"
"Megestat","4097","HemOnc"
"Anti-BCMA antibody","4103","HemOnc"
"Megestil","4104","HemOnc"
"Neurosedyn","4177","HemOnc"
"Niagestin","4183","HemOnc"
"Orimentin","4249","HemOnc"
"Ovaban","4269","HemOnc"
"Pallace","4278","HemOnc"
"Pantosediv","4285","HemOnc"
"Doptelet","4321","HemOnc"
"Bavencio","4322","HemOnc"
"Yescarta","4323","HemOnc"
"Inlyta","4324","HemOnc"
"Azacitidina","4325","HemOnc"
"Azacytin","4326","HemOnc"
"Azadine","4327","HemOnc"
"Azafect","4328","HemOnc"
"Azaplast","4329","HemOnc"
"Citaza","4330","HemOnc"
"MyAza","4331","HemOnc"
"Myelotex","4332","HemOnc"
"Vidaza","4333","HemOnc"
"Xpreza","4334","HemOnc"
"GSK2857916","4380","HemOnc"
"belantamab mafodotin-blmf","4380","HemOnc"
"Belantamab mafodotin","4380","HemOnc"
"GSK-2857916","4380","HemOnc"
"GSK 2857916","4380","HemOnc"
"Rodazol","4405","HemOnc"
"Sarclisa","4458","HemOnc"
"Sedalis","4496","HemOnc"
"Sedoval K17","4501","HemOnc"
"Softenon","4544","HemOnc"
"Supprelin","4571","HemOnc"
"Synovir","4605","HemOnc"
"Talimol","4612","HemOnc"
"Tarvacin","4627","HemOnc"
"Thalido","4633","HemOnc"
"Thalimide","4640","HemOnc"
"Thalitero","4647","HemOnc"
"Thaloma","4658","HemOnc"
"2023","4667","HemOnc"
"Blenrep","4672","HemOnc"
"ONT-380","4683","HemOnc"
"irbinitinib","4683","HemOnc"
"ARRY-380","4683","HemOnc"
"Tucatinib","4683","HemOnc"
"ONT 380","4683","HemOnc"
"ARRY 380","4683","HemOnc"
"ONT380","4683","HemOnc"
"ARRY380","4683","HemOnc"
"Absorica","4686","HemOnc"
"2024","4731","HemOnc"
"2025","4753","HemOnc"
"Yonsa","4758","HemOnc"
"Ph-positive B-cell acute lymphoblastic leukemia","4770","HemOnc"
"Aacidexam","4813","HemOnc"
"2026","4868","HemOnc"
"2027","4873","HemOnc"
"2028","4883","HemOnc"
"Abacin","4902","HemOnc"
"Abactrim","4915","HemOnc"
"2029","4926","HemOnc"
"daratumumab and hyaluronidase-fihj","4940","HemOnc"
"Daratumumab and hyaluronidase","4940","HemOnc"
"Abatrim","4964","HemOnc"
"Darzalex Faspro","4967","HemOnc"
"2030","5063","HemOnc"
"2031","5131","HemOnc"
"BRAF-mutated malignancy","5136","HemOnc"
"BRAF-mutated Malignant solid neoplasm","5136","HemOnc"
"2032","5140","HemOnc"
"2033","5153","HemOnc"
"TheraCys","5155","HemOnc"
"TICE BCG","5156","HemOnc"
"Beleodaq","5157","HemOnc"
"Camptobell","5158","HemOnc"
"Bendamax","5159","HemOnc"
"Bendawel","5160","HemOnc"
"Bendeka","5161","HemOnc"
"Bendit","5162","HemOnc"
"Innomustine","5163","HemOnc"
"Leuben","5164","HemOnc"
"Levact","5165","HemOnc"
"Maxtorin","5166","HemOnc"
"MyMust","5167","HemOnc"
"Purplz","5168","HemOnc"
"Ribomustin","5169","HemOnc"
"Treakisym","5170","HemOnc"
"Treanda","5171","HemOnc"
"Xyotin","5172","HemOnc"
"Bevyxxa","5173","HemOnc"
"Mvasi","5174","HemOnc"
"Altuzan","5175","HemOnc"
"Avastin","5176","HemOnc"
"BevaciRel","5177","HemOnc"
"Bevarest","5178","HemOnc"
"Bexgratin","5179","HemOnc"
"Targretin","5180","HemOnc"
"Casodex","5181","HemOnc"
"Cosudex","5182","HemOnc"
"Calutide","5183","HemOnc"
"Kalumid","5184","HemOnc"
"Mektovi","5185","HemOnc"
"Angiomax","5186","HemOnc"
"Angiox","5187","HemOnc"
"2034","5245","HemOnc"
"2035","5290","HemOnc"
"Abditri","5303","HemOnc"
"2036","5306","HemOnc"
"2037","5312","HemOnc"
"2038","5337","HemOnc"
"2039","5342","HemOnc"
"Abetrim","5435","HemOnc"
"2040","5451","HemOnc"
"2041","5455","HemOnc"
"2042","5589","HemOnc"
"2043","5594","HemOnc"
"2044","5606","HemOnc"
"2045","5619","HemOnc"
"Antihistamines","5628","HemOnc"
"Blenoxane","5735","HemOnc"
"Bleo","5736","HemOnc"
"Bleocin","5737","HemOnc"
"Bleocip","5738","HemOnc"
"Bleopar","5739","HemOnc"
"Bleowel","5740","HemOnc"
"Blincyto","5741","HemOnc"
"Biocure","5749","HemOnc"
"Borater","5750","HemOnc"
"Bortecad","5751","HemOnc"
"Bortemib","5752","HemOnc"
"Bortenat","5753","HemOnc"
"Bortetrust","5754","HemOnc"
"Bortrac","5755","HemOnc"
"Borvex","5756","HemOnc"
"Borviz","5757","HemOnc"
"Botepar","5758","HemOnc"
"Bromadene","5759","HemOnc"
"Egybort","5760","HemOnc"
"Mibor","5761","HemOnc"
"Myezom","5762","HemOnc"
"Norvelzo","5763","HemOnc"
"Ortez","5764","HemOnc"
"Velcade","5765","HemOnc"
"Zomib","5766","HemOnc"
"Zuricade","5767","HemOnc"
"Bosulif","5768","HemOnc"
"Brachytherapy","5769","HemOnc"
"2046","5845","HemOnc"
"Acetato DE Dexametasona","5890","HemOnc"
"2047","5902","HemOnc"
"Acetazona","5911","HemOnc"
"2048","5913","HemOnc"
"2049","5919","HemOnc"
"2021","5963","HemOnc"
"Baycadron","5989","HemOnc"
"ALRT1057","6008","HemOnc"
"LGD1057","6008","HemOnc"
"Alitretinoin","6008","HemOnc"
"ALRT-1057","6008","HemOnc"
"LGD-1057","6008","HemOnc"
"ALRT 1057","6008","HemOnc"
"LGD 1057","6008","HemOnc"
"Acetazolamide","6021","HemOnc"
"2050","6032","HemOnc"
"Acolon","6077","HemOnc"
"2051","6081","HemOnc"
"2052","6150","HemOnc"
"Actrim","6168","HemOnc"
"2053","6208","HemOnc"
"2054","6230","HemOnc"
"2055","6235","HemOnc"
"2056","6240","HemOnc"
"2057","6408","HemOnc"
"Aditrim","6620","HemOnc"
"KTE-X19","6632","HemOnc"
"Brexucabtagene autoleucel","6632","HemOnc"
"KTE X19","6632","HemOnc"
"KTEX19","6632","HemOnc"
"brexu-cel","6632","HemOnc"
"2058","6668","HemOnc"
"Adlone","6726","HemOnc"
"Adrecort","6743","HemOnc"
"Adrekon","6750","HemOnc"
"Adrenol","6766","HemOnc"
"2059","6774","HemOnc"
"Adriamycine","6777","HemOnc"
"Adronat","6801","HemOnc"
"2060","6833","HemOnc"
"Adtrim","6836","HemOnc"
"Advaferon","6869","HemOnc"
"Advantan","6900","HemOnc"
"2061","6905","HemOnc"
"Adventan","6959","HemOnc"
"Aeroseb-DEX","6985","HemOnc"
"Afpred Forte-Dexa","7061","HemOnc"
"2062","7449","HemOnc"
"2063","7723","HemOnc"
"Aidbone","7863","HemOnc"
"2064","7945","HemOnc"
"AK-DEX","8100","HemOnc"
"AiRuiKa","8106","HemOnc"
"2065","8202","HemOnc"
"BRCA-mutated Breast cancer","8259","HemOnc"
"ER-positive Breast cancer","8281","HemOnc"
"HR-positive Breast cancer","8281","HemOnc"
"Aksotran","8333","HemOnc"
"2066","8352","HemOnc"
"2067","8364","HemOnc"
"Alizapride","8437","HemOnc"
"2068","8519","HemOnc"
"2069","8862","HemOnc"
"2070","8931","HemOnc"
"Albrotran","8956","HemOnc"
"Albutrim","8979","HemOnc"
"Alcorim-F","9068","HemOnc"
"Alcot","9073","HemOnc"
"Aldocumar","9108","HemOnc"
"Aldren","9113","HemOnc"
"Aldron","9126","HemOnc"
"Aldronac","9127","HemOnc"
"Alecast","9129","HemOnc"
"Alemax","9181","HemOnc"
"Alenat","9186","HemOnc"
"Alenato","9198","HemOnc"
"Alenbon","9224","HemOnc"
"Alencar","9229","HemOnc"
"Alend","9239","HemOnc"
"Alendene","9246","HemOnc"
"Alendex","9256","HemOnc"
"Alendil","9258","HemOnc"
"2071","9267","HemOnc"
"Alendomax","9277","HemOnc"
"Alendon","9283","HemOnc"
"Alendor","9298","HemOnc"
"Alendra 7","9315","HemOnc"
"2072","9317","HemOnc"
"Alendral","9330","HemOnc"
"Alendrate","9346","HemOnc"
"Alendrin","9351","HemOnc"
"Alendro","9356","HemOnc"
"Alendromax","9361","HemOnc"
"Alendron","9373","HemOnc"
"Alendronat","9380","HemOnc"
"Alendronato","9385","HemOnc"
"HER2-positive Breast cancer","9391","HemOnc"
"Alendronhexal","9392","HemOnc"
"Alendroninezr","9395","HemOnc"
"Alendroninezuur","9431","HemOnc"
"Alendronsaeure","9433","HemOnc"
"Alendronstad","9434","HemOnc"
"Alendros","9435","HemOnc"
"Alenmax","9447","HemOnc"
"GnRH agonists","9460","HemOnc"
"Aromatase inhibitors","9461","HemOnc"
"Alenost","9477","HemOnc"
"2073","9479","HemOnc"
"Alent","9482","HemOnc"
"Alentop","9490","HemOnc"
"Alergolon","9506","HemOnc"
"Alfaferone","9627","HemOnc"
"Alfalyl","9632","HemOnc"
"triple negative Breast cancer","9786","HemOnc"
"Triple-negative Breast cancer","9786","HemOnc"
"Aliot","9919","HemOnc"
"2074","9932","HemOnc"
"Allenmax","10159","HemOnc"
"Allibac","10178","HemOnc"
"2075","10247","HemOnc"
"Alont","10369","HemOnc"
"Alovell","10388","HemOnc"
"BYL719","10396","HemOnc"
"Alpelisib","10396","HemOnc"
"BYL-719","10396","HemOnc"
"BYL 719","10396","HemOnc"
"Padcev","10410","HemOnc"
"Alpermell","10423","HemOnc"
"Alquimid","10434","HemOnc"
"2076","10452","HemOnc"
"2077","10454","HemOnc"
"2078","10464","HemOnc"
"Adcetris","10536","HemOnc"
"Alunbrig","10537","HemOnc"
"Fluoroquinolone","10656","HemOnc"
"Busulfex","10658","HemOnc"
"Myleran","10659","HemOnc"
"Altrim","10688","HemOnc"
"Amonafide","10767","HemOnc"
"2079","10824","HemOnc"
"Amazole","11040","HemOnc"
"2080","11075","HemOnc"
"Jevtana","11091","HemOnc"
"Cometriq is the brand name for cabozantinib's medullary thyroid cancer indication. Cabometyx is the brand name for cabozantinib's renal cell carcinoma indication","11092","HemOnc"
"Asparlas","11093","HemOnc"
"Kengreal","11094","HemOnc"
"Cabita","11095","HemOnc"
"Capebin","11096","HemOnc"
"Capegard","11097","HemOnc"
"Capnat","11098","HemOnc"
"Caposib","11099","HemOnc"
"Capsy","11100","HemOnc"
"Caxeta","11101","HemOnc"
"Citabin","11102","HemOnc"
"Flagoda","11103","HemOnc"
"Naprocap","11104","HemOnc"
"Skemca","11105","HemOnc"
"Xeloda","11106","HemOnc"
"Xlotabin","11107","HemOnc"
"Cablivi","11108","HemOnc"
"Biocarb","11109","HemOnc"
"Biocarbo","11110","HemOnc"
"Bioplatinex","11111","HemOnc"
"Biovinate","11112","HemOnc"
"Blastocarb","11113","HemOnc"
"Bonaplatin","11114","HemOnc"
"Boplatex","11115","HemOnc"
"Carbo","11116","HemOnc"
"Carbokem","11117","HemOnc"
"Carbomedac","11118","HemOnc"
"Carbomerck","11119","HemOnc"
"Carboplat","11120","HemOnc"
"Carboplatine","11121","HemOnc"
"Carboplatino","11122","HemOnc"
"Carboplatinum","11123","HemOnc"
"Carbosin","11124","HemOnc"
"Carbotanil","11125","HemOnc"
"Carbotec","11126","HemOnc"
"Carbotinol","11127","HemOnc"
"Careptin","11128","HemOnc"
"Carplan","11129","HemOnc"
"Carplanil","11130","HemOnc"
"Carpsol","11131","HemOnc"
"Crobextin","11132","HemOnc"
"Cycloplatin","11133","HemOnc"
"Cycloplatinum","11134","HemOnc"
"Emorzim","11135","HemOnc"
"Erbakar","11136","HemOnc"
"Ercar","11137","HemOnc"
"Fauldcarbo","11138","HemOnc"
"Ifacap","11139","HemOnc"
"Kemocarb","11140","HemOnc"
"Megaplatin","11141","HemOnc"
"Nealorin","11142","HemOnc"
"Neocarb","11143","HemOnc"
"Neocarbo","11144","HemOnc"
"Oncocarb","11145","HemOnc"
"Paraplatin","11146","HemOnc"
"Paraplatine","11147","HemOnc"
"Pharmaplatin","11148","HemOnc"
"Platamine CS","11149","HemOnc"
"Platinwas","11150","HemOnc"
"Ribocarbo","11151","HemOnc"
"Tecnocarb","11152","HemOnc"
"Vancel","11153","HemOnc"
"CBDCA","11154","HemOnc"
"Kyprolis","11155","HemOnc"
"Becenun","11156","HemOnc"
"BiCNU","11157","HemOnc"
"Carmubris","11158","HemOnc"
"Leucerom","11159","HemOnc"
"Nitrourean","11160","HemOnc"
"Nitrumon","11161","HemOnc"
"Biodel","11162","HemOnc"
"Gliadel wafer","11163","HemOnc"
"Cagin","11164","HemOnc"
"Cancidas","11165","HemOnc"
"Capsain","11166","HemOnc"
"Caspogin","11167","HemOnc"
"Caspoliv","11168","HemOnc"
"Casponova","11169","HemOnc"
"Guficap","11170","HemOnc"
"Kabifungin","11171","HemOnc"
"Letocan","11172","HemOnc"
"Profung","11173","HemOnc"
"Wofungin","11174","HemOnc"
"Tositumomab and I-131 (Bexxar)","11194","HemOnc"
"Recentin","11232","HemOnc"
"Libtayo","11233","HemOnc"
"Zykadia","11234","HemOnc"
"2081","11293","HemOnc"
"Amethapred","11328","HemOnc"
"2082","11363","HemOnc"
"Amilene","11380","HemOnc"
"2083","11443","HemOnc"
"Amoxazol","11525","HemOnc"
"Amoxicillin","11533","HemOnc"
"Amtran","11548","HemOnc"
"Amtril","11550","HemOnc"
"Amumetazon","11562","HemOnc"
"Cetrine","11654","HemOnc"
"Cetzine","11655","HemOnc"
"Glocet","11656","HemOnc"
"Piriteze","11657","HemOnc"
"Razene","11658","HemOnc"
"Zyrtec","11659","HemOnc"
"Cetuxim","11660","HemOnc"
"Erbitux","11661","HemOnc"
"Epidaza","11662","HemOnc"
"Chlor-Trimeton","11663","HemOnc"
"Piriton","11664","HemOnc"
"Anasmol","11710","HemOnc"
"2084","11838","HemOnc"
"Amelie","11903","HemOnc"
"Ameile","11903","HemOnc"
"PCP prophylaxis","11948","HemOnc"
"Hematopoietic growth factors","11949","HemOnc"
"Ampicillin","12017","HemOnc"
"Antivirals","12099","HemOnc"
"2085","12130","HemOnc"
"2086","12149","HemOnc"
"2087","12229","HemOnc"
"Antineoplastic monoclonal antibody","12278","HemOnc"
"Anakinra","12282","HemOnc"
"Ancestim","12306","HemOnc"
